row ID,row m/z,row retention time,row comment,row number of detected peaks,Hap1_Blank.raw Peak status,Hap1_Blank.raw Peak m/z,Hap1_Blank.raw Peak RT,Hap1_Blank.raw Peak height,Hap1_Blank.raw Peak area,Hap1_Blank.raw Peak charge,Hap1_Blank.raw Peak FWHM,Hap1_Pos_3.raw Peak status,Hap1_Pos_3.raw Peak m/z,Hap1_Pos_3.raw Peak RT,Hap1_Pos_3.raw Peak height,Hap1_Pos_3.raw Peak area,Hap1_Pos_3.raw Peak charge,Hap1_Pos_3.raw Peak FWHM,Hap1_Pos_1.raw Peak status,Hap1_Pos_1.raw Peak m/z,Hap1_Pos_1.raw Peak RT,Hap1_Pos_1.raw Peak height,Hap1_Pos_1.raw Peak area,Hap1_Pos_1.raw Peak charge,Hap1_Pos_1.raw Peak FWHM,Hap1_Pos_2.raw Peak status,Hap1_Pos_2.raw Peak m/z,Hap1_Pos_2.raw Peak RT,Hap1_Pos_2.raw Peak height,Hap1_Pos_2.raw Peak area,Hap1_Pos_2.raw Peak charge,Hap1_Pos_2.raw Peak FWHM,
24,640.5839462280273,10.038409475,,1,DETECTED,640.588134765625,9.8718233,3198897.75,1.7243159633951046E7,1,0.07226530285085175,ESTIMATED,640.582275390625,10.25369,777314.4375,4207314.006963268,0,0.21273053031609024,ESTIMATED,640.5821533203125,10.247828,895606.0625,3803643.1862990805,0,0.6296117222181827,ESTIMATED,640.5832214355469,9.7802966,1452220.75,2.539620213531381E7,0,0.4957352714391945,
25,400.3764114379883,5.824179024999999,,1,DETECTED,400.3785095214844,5.6247633,2919113.0,1.2198317546704236E7,1,0.05990464037362564,ESTIMATED,400.375732421875,5.8852052,858231.25,1636308.64237474,1,0.019505153086411653,ESTIMATED,400.3758239746094,5.8906372,992206.1875,2122135.751964921,1,0.025240835633749015,ESTIMATED,400.3755798339844,5.8961104,316025.5,851944.6814549927,0,0.014305277171414943,
26,540.4448852539062,4.7996835749999995,,1,DETECTED,540.447265625,4.7523812,2873763.75,1.4849695970630147E7,1,0.07714568150915557,ESTIMATED,540.4443359375,4.7803288,196735.859375,3523834.290744737,1,0.3732667074134808,ESTIMATED,540.4440307617188,4.805065,275402.46875,3677628.3891779315,1,0.14388375468213255,ESTIMATED,540.4439086914062,4.8609593,260057.921875,3304621.929196179,1,0.16733959382082375,
27,584.4706115722656,4.8943665,,1,DETECTED,584.4732055664062,4.7306728,2725870.75,1.3986382988184445E7,1,0.08309358663378674,ESTIMATED,584.4701538085938,5.0021958,794647.8125,4967338.545822443,1,0.024172411282106232,ESTIMATED,584.4700317382812,5.0055507,653558.3125,4801687.708681349,1,0.22847071951507036,ESTIMATED,584.4690551757812,4.8390467,260069.5625,3690400.5038581314,0,0.24756156392682271,
28,326.3765068054199,4.6036531,,1,DETECTED,326.37774658203125,4.4422683,2643462.5,1.207159268868812E7,1,0.065823524565646,ESTIMATED,326.3761749267578,4.6459931,412782.59375,2148339.3789398205,0,0.7481188165834309,ESTIMATED,326.3760070800781,4.6486982,398415.15625,2397413.0033795694,0,1.5390246718654161,ESTIMATED,326.3760986328125,4.6776528,412538.8125,1574295.8337970162,0,0.058423174480096485,
29,929.7852478027344,19.536679,,3,DETECTED,929.792724609375,19.532291,2615958.5,1.2759054456063053E7,1,0.07204886185496306,ESTIMATED,929.7777099609375,19.510141,7448132.5,5.4203837964714095E7,0,0.09794489341037504,DETECTED,929.785888671875,19.547671,5409201.0,4.569439888530753E7,1,0.11528532394055446,DETECTED,929.78466796875,19.556613,7004238.5,5.334011290629654E7,0,0.10408292952855192,
30,845.6948013305664,18.092480000000002,,1,DETECTED,845.6996459960938,17.728641,2545044.75,2.2133842292516675E7,1,0.09626530005360934,ESTIMATED,845.6930541992188,18.181894,4371167.5,2.8426787298250668E7,1,0.0912925788064598,ESTIMATED,845.693115234375,18.223534,4682119.5,2.23755766099266E7,1,0.0713240318246271,ESTIMATED,845.6933898925781,18.235851,6578938.0,2.6567071409357037E7,1,0.03190172335916586,
31,701.4066467308045,9.921021675,,1,DETECTED,701.41064453125,9.6322127,2539353.5,1.2502776975229193E7,1,0.08446760299706568,ESTIMATED,701.4031372070312,10.004383,4267282.5,8259670.017376712,0,0.44759610000000016,ESTIMATED,701.4026489257812,10.023357,3492133.5,2576022.897117994,0,0.44522560000000055,ESTIMATED,701.4101562591553,10.024134,1370036.25,1066923.616682497,0,0.2844848579100461,
32,261.12931060791016,0.6150707575000001,,4,DETECTED,261.1307373046875,0.60581681,2336342.5,5203677.153426315,0,0.0307744905486782,DETECTED,261.12884521484375,0.61945267,5903461.0,1.673179115348351E7,0,0.14588312260427055,DETECTED,261.12884521484375,0.61774513,1.3495773E7,2.142712984158555E7,1,0.024381006011717332,DETECTED,261.1288146972656,0.61726842,9126063.0,2.1751508556442898E7,1,0.0388198856996852,
33,496.41878509521484,4.832560675,,1,DETECTED,496.4211120605469,4.7972103,2162029.25,1.1278602828680713E7,1,0.07570205639825556,ESTIMATED,496.4178771972656,4.8239976,167303.609375,2803524.4845836307,0,0.1755738956350834,ESTIMATED,496.41796875,4.8480755,191578.890625,2855075.1957724965,0,0.10484560573668222,ESTIMATED,496.4181823730469,4.8609593,143837.609375,2616500.5187336737,1,0.239149846414354,
34,817.6695556640625,16.750332,,1,DETECTED,817.6695556640625,16.750332,2119088.0,1.5897224636528784E7,1,0.08964587455516693,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
35,368.4226951599121,7.796571975,,1,DETECTED,368.4249267578125,7.5023066,2044753.375,3.229199433629053E7,1,0.1627720812081206,ESTIMATED,368.4219055175781,7.9018535,3606771.75,3.839370932692069E7,1,0.17862947139597907,ESTIMATED,368.42198181152344,7.9007107,3058986.75,3.565655082410139E7,1,0.18611533199206765,ESTIMATED,368.4219665527344,7.8814171,3997206.5,7.418541834502555E7,1,0.06447747217555211,
36,873.72705078125,18.80609925,,1,DETECTED,873.73095703125,18.452762,2043332.375,1.8994715303029772E7,1,0.09879126627618717,ESTIMATED,873.725830078125,18.891353,5384648.0,3.4067591122566216E7,1,0.07930196489123276,ESTIMATED,873.7260131835938,18.926143,4700872.5,3.070028692126776E7,1,0.09047204198411762,ESTIMATED,873.7254028320312,18.954139,5062619.0,3.876096011224831E7,1,0.08650886688555204,
37,628.4970550537109,4.761535074999999,,1,DETECTED,628.4996337890625,4.709727,2038716.75,1.0071004374674225E7,1,0.0739534403358304,ESTIMATED,628.4957580566406,4.7360829,263004.59375,2899454.545419617,1,0.17985110219671885,ESTIMATED,628.4960632324219,4.805065,234637.96875,3021975.859198944,1,0.1651900225355547,ESTIMATED,628.4967651367188,4.7952654,279832.46875,2369078.8289014855,1,0.5160073479182516,
38,817.665412902832,17.32024525,,1,DETECTED,817.6695556640625,16.962278,1953855.0,1.685523659094042E7,1,0.10041865089819879,ESTIMATED,817.6638793945312,17.399499,4435926.0,2.38225105820678E7,1,0.08276319979054136,ESTIMATED,817.664794921875,17.435089,4240059.5,2.091102903803289E7,1,0.07345648427627438,ESTIMATED,817.6634216308594,17.484115,6730720.0,4.142028383739119E7,1,0.07284003709921905,
39,590.5990600585938,10.08899,,1,DETECTED,590.5990600585938,10.08899,1799371.75,9078786.71306069,1,0.07308134842619118,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
40,818.2557983398438,7.66175245,,1,DETECTED,818.256103515625,7.5966463,1701741.875,4613662.042577257,1,0.037846415452365,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,ESTIMATED,818.2554931640625,7.7268586,69214.484375,88489.9011116113,0,0.09409066569683944,
41,866.8041585286459,17.593804333333335,,1,DETECTED,866.813720703125,17.506532,1695579.0,7750547.38995422,1,0.07094519591663229,ESTIMATED,866.7985229492188,17.632385,72572.2578125,95291.99750742826,0,0.21187399999999812,ESTIMATED,866.8002319335938,17.642496,172990.15625,159854.96839408114,0,0.2275500000000008,UNKNOWN,0,0,0,0,0,0,
42,901.7578277587891,19.46112975,,1,DETECTED,901.7620849609375,19.120826,1625823.375,1.4028048403045204E7,1,0.09641467890094191,ESTIMATED,901.7564086914062,19.553881,2468562.5,1.8686834440699175E7,1,0.08561056365402564,ESTIMATED,901.7564086914062,19.569138,3144500.75,2.0219142349642232E7,1,0.07960428387457341,ESTIMATED,901.7564086914062,19.600674,4917417.0,3.39617431777208E7,1,0.0892960445071509,
43,892.274658203125,8.1231612,,1,DETECTED,892.274658203125,8.1231612,1566096.75,5109989.336612542,1,0.04978063408913869,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
44,966.2937622070312,8.7022994,,1,DETECTED,966.2937622070312,8.7022994,1477374.75,5005618.17033637,1,0.07690520496528741,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
45,871.7032928466797,18.07236175,,1,DETECTED,871.7150268554688,17.728641,1421448.625,1.9707837599698596E7,1,0.14814036197134328,ESTIMATED,871.6995239257812,18.160556,4.5340664E7,4.7406133701859826E8,1,0.10830100640083629,ESTIMATED,871.6995544433594,18.185657,3.8075456E7,3.673937557533252E8,1,1.2825411363103179,ESTIMATED,871.6990661621094,18.214593,3.962458E7,3.0218239359629756E8,1,0.05641172071264222,
46,764.57470703125,9.6322127,,1,DETECTED,764.57470703125,9.6322127,1375192.875,6450509.1916246945,1,0.08031736123053079,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
47,824.7658081054688,18.03523675,,1,DETECTED,824.7708740234375,17.728641,1357599.375,1.1478751196679251E7,1,0.09973306972294438,ESTIMATED,824.7640991210938,18.160556,4.9485532E7,1.146891166369473E8,1,0.030075712969868107,ESTIMATED,824.7642822265625,18.14528,7772206.5,2.5263450225502554E7,0,1.3225179465592873,ESTIMATED,824.7639770507812,18.10647,6208306.0,6.223099743176757E7,1,0.15741448660105206,
48,921.8507232666016,18.895579500000004,,2,DETECTED,921.8605346679688,18.912859,1342386.625,5695679.153324342,1,0.06318775572209034,DETECTED,921.8555297851562,18.869997,6078151.5,4.5020990809202544E7,0,0.10465123851215097,ESTIMATED,921.8435668945312,18.887295,5240752.5,3.931132075111129E7,0,0.10888020861504444,ESTIMATED,921.84326171875,18.912167,5500901.5,4.007521506576455E7,0,0.10432715767794676,
49,663.5309753417969,13.345366333333333,,1,DETECTED,663.5332641601562,13.203137,1327817.0,8062125.586969427,1,0.07894413913254184,ESTIMATED,663.5296936035156,13.412563,48781.99609375,130306.83921603722,0,0.044215501742195684,ESTIMATED,663.5299682617188,13.420399,32664.365234375,36378.8885241185,0,0.2886589999999991,UNKNOWN,0,0,0,0,0,0,
50,562.5678100585938,9.1182955,,1,DETECTED,562.5678100585938,9.1182955,1319038.625,6449276.861071385,1,0.06846074982664518,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
51,908.8553237915039,19.5346675,,3,DETECTED,908.8631591796875,19.52417,1284904.0,6124408.869489013,1,0.07109393714928203,ESTIMATED,908.8490600585938,19.510141,1.8581618E7,1.2765982660137567E8,0,0.09595263756451544,DETECTED,908.8544616699219,19.525721,1.4716818E7,1.1165851191985728E8,1,0.10449091636954577,DETECTED,908.8546142578125,19.578638,1.8354898E7,1.2766850576013288E8,1,0.0966646785259293,
52,1040.3126220703125,9.3331416,,1,DETECTED,1040.3126220703125,9.3331416,1276097.125,4480204.551973957,1,0.05446970214581093,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
53,948.2864990234375,12.625961,,1,DETECTED,948.2864990234375,12.625961,1261751.875,5680357.438055358,1,0.06913687360050602,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
54,843.6794815063477,17.33396325,,1,DETECTED,843.6842651367188,17.060765,1242782.875,2.280685790417781E7,1,0.2225458953643873,ESTIMATED,843.6780700683594,17.377776,3.3028004E7,2.1328465655144644E8,1,0.0983851601674175,ESTIMATED,843.6779174804688,17.435089,2.7510964E7,1.4992171703851068E8,1,0.12266951919295721,ESTIMATED,843.6776733398438,17.462223,3.0752538E7,9.34249091805883E7,1,0.041341035832285655,
55,578.6590614331436,13.034824,,1,DETECTED,578.660400390625,12.770705,1212107.125,8769203.334705565,1,0.09537623882860125,ESTIMATED,578.6604309115601,13.119954,54876.62109375,146340.2135474399,0,0.2175264523160365,ESTIMATED,578.6591033952332,13.13174,64543.75390625,160362.60936410233,0,0.022277640291088474,ESTIMATED,578.6563110351562,13.116897,2.8326432E7,7.69449369693459E7,1,0.04183163596200856,
56,551.5004119873047,17.48248225,,4,DETECTED,551.5036010742188,17.506532,1208089.25,6300533.941337328,0,0.06962801803179985,DETECTED,551.499267578125,17.504193,2538963.75,2.897580098853667E7,1,0.12187574136560642,DETECTED,551.4994506835938,17.435089,2186312.75,2.3017195427345444E7,0,0.18512185297280936,DETECTED,551.4993286132812,17.484115,2628400.75,2.573124716159223E7,0,0.1785597940613748,
57,874.267578125,11.839579,,1,DETECTED,874.267578125,11.839579,1166721.125,5376026.800259785,1,0.07258005171322246,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
58,680.4792175292969,9.716268249999999,,1,DETECTED,680.4822998046875,9.6322127,1145829.5,5209578.578511758,1,0.07357383481556923,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,ESTIMATED,680.4761352539062,9.8003238,470217.03125,2426457.667317674,0,0.09498056584393666,
59,1022.3047485351562,13.393795,,1,DETECTED,1022.3047485351562,13.393795,1143764.375,5668555.289927817,1,0.07925918285263123,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
60,1097.3226928710938,14.140371,,1,DETECTED,1097.3226928710938,14.140371,1126695.625,5384226.065045135,1,0.0743797624275313,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
61,789.6366882324219,16.240686,,1,DETECTED,789.6387329101562,16.136594,1113406.5,1.2608693025399925E7,1,0.0945828752976432,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,ESTIMATED,789.6346435546875,16.344778,380394.71875,2561786.8866062416,0,0.2785154242343708,
62,684.2034606988525,10.18215,,1,DETECTED,684.2037353515625,10.111084,1103130.875,5040917.618421357,1,0.06653168182940128,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,ESTIMATED,684.2031860461425,10.253216,345863.1875,387595.49332266755,0,0.20778600000000047,
63,758.2227172851562,10.977585,,1,DETECTED,758.2227172851562,10.977585,1079478.0,4956406.137651581,1,0.07058352587853634,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
64,831.6833343675232,17.353609499999997,,1,DETECTED,831.6846313476562,17.354636,1055603.125,1.746189139196451E7,1,0.14612647808895218,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,ESTIMATED,831.6820373873902,17.352583,126049.921875,274684.55438132974,0,0.5816922244928264,
65,796.7311477661133,16.51277025,,1,DETECTED,796.7393798828125,16.750332,1049370.625,7641683.870448099,1,0.08832769708046229,ESTIMATED,796.7271728515625,16.396348,137462.765625,327204.2202623467,0,0.055956099024651706,ESTIMATED,796.7284545898438,16.382142,151563.46875,776772.3285988885,0,0.060954285260475416,ESTIMATED,796.7295837402344,16.522259,454429.84375,2596008.2495578434,0,0.3956236593091482,
66,1171.3409423828125,14.836651,,1,DETECTED,1171.3409423828125,14.836651,1032919.0625,5126754.966677104,1,0.07422093804937901,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
67,1114.3311767578125,10.010355,,1,DETECTED,1114.3311767578125,10.010355,1032854.1875,3795150.009052234,1,0.05820135681460492,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,
68,852.7969360351562,18.6724075,,1,DETECTED,852.8015747070312,18.452762,1023956.25,8330076.105236275,1,0.10115499421951668,ESTIMATED,852.7953491210938,18.719559,2014568.125,2.1429917616573997E7,1,0.20241507999388375,ESTIMATED,852.7954711914062,18.713974,1743054.25,1.6749041971920602E7,1,0.4167797811167304,ESTIMATED,852.7953491210938,18.803335,2974281.75,2.659979269075317E7,1,0.1625297135315229,
69,869.6865844726562,17.30186725,,1,DETECTED,869.6998901367188,17.082094,1018832.75,1.6827214809067015E7,1,0.23749953514350608,ESTIMATED,869.6823120117188,17.377776,6.3694676E7,2.782806703154392E8,1,0.05251987312951556,ESTIMATED,869.6820678710938,17.371468,3.4446296E7,1.2625137629689118E8,1,0.018769244274828623,ESTIMATED,869.6820678710938,17.376131,1.225742E7,9.652708210765E7,1,0.669519567312431,
